,date,V
1313,2019-05-24,612.3856828898063
1314,2019-05-27,604.8166021808331
1315,2019-05-28,609.1773362006636
1316,2019-05-29,609.1773424603015
1317,2019-05-30,613.5695173459361
1318,2019-05-31,604.0898743961543
1319,2019-06-03,603.4676678563384
1320,2019-06-04,0.0
1321,2019-06-05,0.0
1322,2019-06-06,0.0
1323,2019-06-10,0.0
1324,2019-06-11,0.0
1325,2019-06-12,0.0
1326,2019-06-13,0.0
1327,2019-06-14,0.0
1328,2019-06-17,0.0
1329,2019-06-18,0.0
1330,2019-06-19,0.0
1331,2019-06-20,0.0
1332,2019-06-21,0.0
1333,2019-06-24,553.2679508089855
1334,2019-06-25,553.2679556582523
1335,2019-06-26,0.0
1336,2019-06-27,0.0
